order_no,order_date,customer name,address,city,state,customer_type,account_id,order_priority,product_id,product_container,ship_mode,ship_date,cost_price,retail_price,order_quantity,sub_total,discount_%,discount_$,order_total,shipping_cost,total
5594-1,8/25/2014,Jill Fjeld,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,1,High,59,Wrap Bag,Regular Air,8/27/2014,11.11,19.84,28,555.52,0.06,33.33,555.46,4.1,559.56
5596-1,8/26/2014,Valerie Dominguez,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Corporate,1,Medium,30,Small Box,Regular Air,8/26/2014,10.07,15.98,46,735.08,0.02,14.7,735.06,4,739.06
5597-1,8/27/2014,Maribeth Yedwab,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,8,Not Specified,57,Wrap Bag,Express Air,8/28/2014,1.6,2.62,45,117.9,0.01,1.18,117.89,0.8,118.69
5599-1,8/28/2014,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Corporate,9,High,72,Jumbo Drum,Delivery Truck,8/28/2014,278.99,449.99,15,6749.85,0.04,269.99,6749.81,49,6798.81
5599-2,8/28/2014,Ruben Ausman,"Crown Complex,Southbank",Melbourne,VIC,Corporate,9,High,24,Wrap Bag,Regular Air,8/29/2014,2.52,4,14,56,0.06,3.36,55.94,1.3,57.24
5603-1,8/28/2014,Jim Kriz,"85-113 Dunning Ave,Roseberry",Sydney,NSW,Consumer,3,Low,73,Small Box,Regular Air,9/1/2014,6.51,30.98,37,1146.26,0.03,34.39,1146.23,6.5,1152.73
5604-1,9/2/2014,Vivek Sundaresam,"152 Bunnerong Road,Eastgardens",Sydney,NSW,Home Office,1,Low,30,Small Box,Regular Air,9/4/2014,10.07,15.98,29,463.42,0.04,18.54,463.38,4,467.38
5605-1,9/3/2014,Odella Nelson,"523 King St,Newtown",Sydney,NSW,Small Business,7,Medium,108,Wrap Bag,Regular Air,9/5/2014,1.92,3.26,31,101.06,0,0,101.06,1.86,102.92
5606-1,9/3/2014,Kean Thornton,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Low,61,Wrap Bag,Regular Air,9/10/2014,2.98,5.84,22,128.48,0.1,12.85,128.38,0.83,129.21
5607-1,9/4/2014,Aaron Bergman,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Not Specified,92,Small Pack,Regular Air,9/5/2014,2.5,5.68,23,130.64,0.01,1.31,130.63,3.6,134.23
5609-1,9/7/2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,3,Not Specified,42,Small Box,Regular Air,9/7/2014,1.18,1.88,47,88.36,0.06,5.3,88.3,1.49,89.79
5609-2,9/7/2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,3,Not Specified,70,Wrap Bag,Regular Air,9/9/2014,1.31,2.84,39,110.76,0.08,8.86,110.68,0.93,111.61
5612-1,9/10/2014,Victoria Pisteka,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Not Specified,105,Small Pack,Regular Air,9/12/2014,11.38,18.65,7,130.55,0.01,1.31,130.54,3.77,134.31
5613-1,9/11/2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,9,Critical,85,Wrap Bag,Regular Air,9/13/2014,0.93,1.48,15,22.2,0.03,0.67,22.17,0.7,22.87
5615-1,9/12/2014,Jack Garza,"2a/285A Crown St,Surry Hills",Sydney,NSW,Corporate,4,Critical,128,Wrap Bag,Regular Air,9/13/2014,1.09,1.82,36,65.52,0.09,5.9,65.43,1,66.43
5616-1,9/12/2014,Gary Hansen,"273 George Street,Sydney",Sydney,NSW,Consumer,5,Low,93,Small Box,Regular Air,9/19/2014,14.95,34.76,34,1181.84,0.03,35.46,1181.81,8.22,1190.03
5618-1,9/13/2014,Christina Vanderzanden,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,Low,97,Small Box,Regular Air,9/17/2014,4.53,7.3,26,189.8,0.03,5.69,189.77,7.72,197.49
5619-1,9/17/2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,12,Critical,81,Small Box,Regular Air,9/18/2014,2.26,3.58,19,68.02,0,0,68.02,5.47,73.49
5621-1,9/21/2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,8,Medium,38,Small Box,Regular Air,9/23/2014,19.78,45.99,23,1057.77,0.1,105.78,1057.67,4.99,1062.66
5621-2,9/21/2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,8,Medium,85,Wrap Bag,Regular Air,9/22/2014,0.93,1.48,33,48.84,0.06,2.93,48.78,0.7,49.48
5625-1,9/23/2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,8,High,68,Wrap Bag,Express Air,9/25/2014,4.37,9.11,48,437.28,0.06,26.24,437.22,2.25,439.47
5627-1,9/27/2014,Cindy Chapman,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Low,23,Small Pack,Regular Air,10/2/2014,0.94,2.08,36,74.88,0.01,0.75,74.87,2.56,77.43
5629-1,9/28/2014,Charles McCrossin,"81 MacLeay St,Potts Point",Sydney,NSW,Corporate,2,High,131,Wrap Bag,Regular Air,9/29/2014,1.53,2.47,49,121.03,0.03,3.63,121,1.02,122.02
5630-1,9/28/2014,Giulietta Baptist,"Hoyts Entertainment Quarter 122 Lang Road,Moore Park",Sydney,NSW,Home Office,1,High,33,Wrap Bag,Regular Air,9/29/2014,3.47,6.68,16,106.88,0.1,10.69,106.78,1.5,108.28
5631-1,9/29/2014,Christopher Martinez,"188 Pitt Street,Sydney",Sydney,NSW,Small Business,1,Low,15,Wrap Bag,Regular Air,9/29/2014,0.71,1.14,8,9.12,0,0,9.12,0.7,9.82
5633-1,10/1/2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,High,29,Small Box,Regular Air,10/3/2014,39.64,152.48,48,7319.04,0.04,292.76,7319,6.5,7325.5
5635-1,10/1/2014,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,4,Not Specified,59,Wrap Bag,Express Air,10/2/2014,11.11,19.84,15,297.6,0,0,297.6,4.1,301.7
5637-1,10/2/2014,Carl Jackson,"6 Mary St,Newtown",Sydney,NSW,Home Office,2,High,100,Small Box,Regular Air,10/4/2014,2.29,3.69,30,110.7,0.09,9.96,110.61,0.5,111.11
5639-1,10/2/2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,6,High,121,Small Box,Regular Air,10/4/2014,21.97,35.44,29,1027.76,0.03,30.83,1027.73,4.92,1032.65
5641-1,10/3/2014,Nathan Mautz,"412 Brunswick St,Fitzroy",Melbourne,VIC,Corporate,8,Not Specified,15,Wrap Bag,Regular Air,10/5/2014,0.71,1.14,4,4.56,0,0,4.56,0.7,5.26
5643-1,10/4/2014,Liz Price,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,Low,67,Small Box,Express Air,10/11/2014,2.74,4.49,44,197.56,0.03,5.93,197.53,1.49,199.02
5644-1,10/4/2014,Patrick OBrill,"53 Riley Street,Woolloomooloo",Sydney,NSW,Home Office,1,Low,52,Small Pack,Regular Air,10/6/2014,20.18,35.41,5,177.05,0,0,177.05,1.99,179.04
5645-1,10/6/2014,Sanjit Jacobs,"541 Church St,Richmond",Melbourne,VIC,Consumer,9,Critical,77,Small Box,Regular Air,10/7/2014,1.94,3.08,46,141.68,0.04,5.67,141.64,0.99,142.63
5646-1,10/8/2014,Christopher Schild,"4A Lyons St,Strathfield",Sydney,NSW,Corporate,1,High,19,Small Pack,Regular Air,10/10/2014,5.5,12.22,1,12.22,0.1,1.22,12.12,2.85,14.97
5647-1,10/9/2014,Trudy Bell,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Consumer,12,High,119,Small Pack,Regular Air,10/9/2014,4.19,10.23,37,378.51,0.08,30.28,378.43,4.68,383.11
5648-1,10/10/2014,Harold Dahlen,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Low,6,Small Box,Regular Air,10/17/2014,1.19,1.98,38,75.24,0.05,3.76,75.19,4.77,79.96
5650-1,10/11/2014,Arthur Prichep,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Home Office,4,Medium,59,Wrap Bag,Regular Air,10/11/2014,11.11,19.84,43,853.12,0.03,25.59,853.09,4.1,857.19
5651-1,10/15/2014,Vicky Freymann,"501 George St,Sydney",Sydney,NSW,Home Office,2,Low,115,Small Box,Express Air,10/19/2014,52.07,83.98,34,2855.32,0.06,171.32,2855.26,5.01,2860.27
5653-1,10/16/2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,Critical,24,Wrap Bag,Regular Air,10/17/2014,2.52,4,36,144,0.01,1.44,143.99,1.3,145.29
5655-1,10/17/2014,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,8,Medium,89,Small Pack,Regular Air,10/17/2014,5.19,12.98,11,142.78,0.08,11.42,142.7,3.14,145.84
5655-2,10/17/2014,Sam Craven,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Home Office,8,Medium,24,Wrap Bag,Regular Air,10/19/2014,2.52,4,19,76,0.01,0.76,75.99,1.3,77.29
5658-1,10/18/2014,Patrick Jones,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,Not Specified,44,Small Box,Regular Air,10/20/2014,3.84,6.3,8,50.4,0.01,0.5,50.39,0.5,50.89
5659-1,10/19/2014,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,High,75,Small Box,Express Air,10/20/2014,4.46,10.89,4,43.56,0.05,2.18,43.51,4.5,48.01
5661-1,10/20/2014,George Ashbrook,"506 Swan Street,Richmond",Melbourne,VIC,Small Business,8,Not Specified,30,Small Box,Regular Air,10/22/2014,8.31,15.98,38,607.24,0.1,60.72,607.14,6.5,613.64
5663-1,10/21/2014,Roger Demir,"2/86 Enmore Rd,Enmore",Sydney,NSW,Consumer,2,Not Specified,138,Wrap Bag,Regular Air,10/22/2014,4.48,8.14,46,374.44,0,0,374.44,3.12,377.56
5665-1,10/21/2014,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,Medium,31,Small Pack,Regular Air,10/21/2014,4.79,11.97,8,95.76,0.03,2.87,95.73,5.81,101.54
5667-1,10/22/2014,Kelly Collister,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Consumer,9,High,58,Small Box,Regular Air,10/23/2014,3.4,5.4,22,118.8,0.1,11.88,118.7,7.78,126.48
5669-1,10/23/2014,Caroline Jumper,"145 Ramsay St,Haberfield",Sydney,NSW,Corporate,4,Not Specified,49,Small Box,Regular Air,10/25/2014,8.92,29.74,19,565.06,0.1,56.51,564.96,6.64,571.6
5670-1,10/26/2014,Catherine Glotzbach,"188 Pitt Street,Sydney",Sydney,NSW,Home Office,1,Medium,74,Small Box,Regular Air,10/27/2014,3.65,5.98,19,113.62,0.01,1.14,113.61,1.49,115.1
5671-1,10/27/2014,Mike Gockenbach,"180 High Street,Windsor",Melbourne,VIC,Consumer,8,Low,116,Wrap Bag,Regular Air,10/31/2014,2.16,3.85,10,38.5,0.06,2.31,38.44,0.7,39.14
5672-1,10/28/2014,Eugene Moren,"85-113 Dunning Ave,Rosebery",Sydney,NSW,Home Office,3,Medium,139,Small Box,Regular Air,10/29/2014,17.84,34.99,29,1014.71,0.09,91.32,1014.62,5.5,1020.12
5674-1,10/29/2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,2,High,31,Small Pack,Regular Air,10/31/2014,4.79,11.97,23,275.31,0.01,2.75,275.3,5.81,281.11
5676-1,11/1/2014,John Murray,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Small Business,4,Not Specified,115,Small Box,Regular Air,11/3/2014,52.07,83.98,24,2015.52,0.05,100.78,2015.47,5.01,2020.48
5677-1,11/2/2014,Lindsay Shagiari,"5/250 Old Northern Road ,Castle Hill",Sydney,NSW,Home Office,12,High,13,Small Box,Regular Air,11/4/2014,4.89,7.64,12,91.68,0.02,1.83,91.66,1.39,93.05
5679-1,11/3/2014,Pete Armstrong,"506 Swan Street,Richmond",Melbourne,VIC,Consumer,8,Low,24,Wrap Bag,Regular Air,11/7/2014,2.52,4,32,128,0.09,11.52,127.91,1.3,129.21
5680-1,11/3/2014,Becky Castell,"333-339 Enmore Rd,Marrickville",Sydney,NSW,Consumer,14,Medium,73,Small Box,Regular Air,11/4/2014,6.51,30.98,12,371.76,0,0,371.76,6.5,378.26
5681-1,11/7/2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,6,Medium,113,Large Box,Express Air,11/9/2014,377.99,599.99,41,24599.59,0.07,1721.97,24599.52,24.49,24624.01
5682-1,11/10/2014,Toby Carlisle,"6/15 Cross Street,Double Bay",Sydney,NSW,Home Office,5,High,113,Large Box,Regular Air,11/12/2014,377.99,599.99,20,11999.8,0.07,839.99,11999.73,24.49,12024.22
5684-1,11/11/2014,Greg Hansen,"221 Barkly St,St Kilda",Melbourne,VIC,Home Office,9,Critical,140,Wrap Bag,Regular Air,11/12/2014,0.94,1.88,36,67.68,0.1,6.77,67.58,0.79,68.37
5685-1,11/16/2014,Julia Dunbar,"Qantas Domestic Terminal,Mascot",Sydney,NSW,Consumer,4,Not Specified,96,Small Box,Regular Air,11/18/2014,62.4,155.99,6,935.94,0.02,18.72,935.92,8.08,944
5686-1,11/16/2014,Jill Stevenson,"181 Enmore Rd,Enmore",Sydney,NSW,Consumer,13,Low,75,Small Box,Regular Air,11/21/2014,4.46,10.89,8,87.12,0.09,7.84,87.03,4.5,91.53
5687-1,11/17/2014,Giulietta Weimer,"48 Albion St,Surry Hills",Sydney,NSW,Corporate,6,High,85,Wrap Bag,Regular Air,11/19/2014,0.93,1.48,28,41.44,0.04,1.66,41.4,0.7,42.1
5689-1,11/18/2014,Jamie Kunitz,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Corporate,4,Critical,70,Wrap Bag,Regular Air,11/20/2014,1.31,2.84,12,34.08,0.1,3.41,33.98,0.93,34.91
5690-1,11/19/2014,Brendan Murry,"2/797 Botany Rd,Rosebery",Sydney,NSW,Corporate,2,Medium,86,Small Box,Express Air,11/21/2014,67.73,165.2,46,7599.2,0.02,151.98,7599.18,19.99,7619.17
5692-1,11/21/2014,Harold Ryan,"4A Lyons St,Strathfield",Sydney,NSW,Home Office,1,Medium,29,Small Box,Regular Air,11/23/2014,32.02,152.48,29,4421.92,0.09,397.97,4421.83,4,4425.83
5693-1,11/22/2014,Julia Barnett,"485 Crown St,Surry Hills",Sydney,NSW,Home Office,5,High,36,Small Box,Regular Air,11/22/2014,13.88,22.38,10,223.8,0.01,2.24,223.79,15.1,238.89
5695-1,11/22/2014,Joseph Airdo,"Westfield Sydney,Sydney",Sydney,NSW,Consumer,6,Critical,70,Wrap Bag,Regular Air,11/24/2014,1.31,2.84,39,110.76,0.05,5.54,110.71,0.93,111.64
5696-1,11/23/2014,Nicole Hansen,"184 King Street,Newtown",Sydney,NSW,Small Business,10,Critical,49,Small Box,Express Air,11/26/2014,8.92,29.74,34,1011.16,0.09,91,1011.07,6.64,1017.71
5698-1,11/23/2014,Giulietta Dortch,"180 High Street,Windsor",Melbourne,VIC,Consumer,8,Low,72,Jumbo Drum,Delivery Truck,11/27/2014,278.99,449.99,34,15299.66,0.02,305.99,15299.64,49,15348.64
5699-1,11/26/2014,Maurice Satty,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,High,30,Small Box,Regular Air,11/28/2014,8.31,15.98,5,79.9,0.08,6.39,79.82,6.5,86.32
5701-1,11/30/2014,Lena Creighton,"127 Liverpool St,Sydney",Sydney,NSW,Home Office,2,High,60,Wrap Bag,Express Air,12/2/2014,3.32,5.18,9,46.62,0.09,4.2,46.53,2.04,48.57
5702-1,12/1/2014,Ritsa Hightower,"1/160 Anzac Parade,Kensington",Sydney,NSW,Corporate,6,Low,76,Wrap Bag,Express Air,12/5/2014,1.95,3.98,4,15.92,0.02,0.32,15.9,0.83,16.73
5703-1,12/1/2014,Jesus Ocampo,"60 Commercial Rd,Prahran",Melbourne,VIC,Small Business,9,Low,99,Small Pack,Regular Air,12/8/2014,16.8,40.97,47,1925.59,0.04,77.02,1925.55,8.99,1934.54
5705-1,12/4/2014,Ed Braxton,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Home Office,9,Medium,93,Small Box,Regular Air,12/5/2014,14.95,34.76,8,278.08,0.07,19.47,278.01,8.22,286.23
5706-1,12/5/2014,Janet Martin,"24 Addison Rd,Marrickville",Sydney,NSW,Corporate,13,Medium,47,Small Box,Express Air,12/6/2014,2.25,3.69,41,151.29,0.08,12.1,151.21,2.5,153.71
5708-1,12/6/2014,Vivek Gonzalez,"53 Riley Street,Woolloomooloo",Sydney,NSW,Consumer,1,Not Specified,134,Small Box,Express Air,12/8/2014,1.82,2.84,21,59.64,0.01,0.6,59.63,5.44,65.07
5710-1,12/8/2014,Robert Barroso,"163 Concord Road,North Strathfield",Sydney,NSW,Small Business,10,High,54,Small Box,Regular Air,12/10/2014,178.83,415.88,4,1663.52,0.03,49.91,1663.49,11.37,1674.86
5711-1,12/9/2014,Linda Southworth,"359 Crown Street,Surry Hills",Sydney,NSW,Consumer,4,Medium,48,Small Box,Regular Air,12/11/2014,12.39,19.98,48,959.04,0.01,9.59,959.03,5.77,964.8
5712-1,12/10/2014,Bart Watters,"Westfield 1 Anderson St,Chatswood",Sydney,NSW,Corporate,12,Not Specified,119,Small Pack,Regular Air,12/11/2014,4.19,10.23,46,470.58,0.01,4.71,470.57,4.68,475.25
5713-1,12/10/2014,Marc Crier,"Westfield Sydney,Sydney",Sydney,NSW,Corporate,6,Low,34,Small Pack,Regular Air,12/12/2014,1.87,8.12,11,89.32,0.06,5.36,89.26,2.83,92.09
5715-1,12/13/2014,Mike Kennedy,"99 Lygon Street,East Brunswick",Melbourne,VIC,Corporate,8,High,17,Small Box,Regular Air,12/15/2014,4.59,7.28,36,262.08,0.05,13.1,262.03,11.15,273.18
5717-1,12/16/2014,Harry Greene,"470 Anzac Parade,Kingsford",Sydney,NSW,Corporate,1,Medium,87,Small Box,Regular Air,12/18/2014,2.18,3.52,23,80.96,0.07,5.67,80.89,6.83,87.72
5718-1,12/22/2014,Theone Pippenger,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Medium,135,Wrap Bag,Regular Air,12/23/2014,0.92,1.81,48,86.88,0.1,8.69,86.78,1.56,88.34
5719-1,12/25/2014,Brian Stugart,"88 Oxford St,Woollahra",Sydney,NSW,Consumer,10,Medium,72,Large Box,Regular Air,12/27/2014,216,449.99,10,4499.9,0.01,45,4499.89,24.49,4524.38
5720-1,12/26/2014,Arthur Gainer,"180 High Street,Windsor",Melbourne,VIC,Consumer,8,High,57,Wrap Bag,Regular Air,12/29/2014,1.6,2.62,37,96.94,0.01,0.97,96.93,0.8,97.73
5721-1,12/26/2014,Greg Guthrie,"523 King St,Newtown",Sydney,NSW,Small Business,7,High,22,Small Box,Regular Air,12/29/2014,3.52,5.68,42,238.56,0.05,11.93,238.51,1.39,239.9
5722-1,12/27/2014,Matthew Grinstein,"105 Pitt St,Sydney",Sydney,NSW,Small Business,10,Critical,27,Small Box,Express Air,12/28/2014,1.59,2.61,37,96.57,0.09,8.69,96.48,0.5,96.98
5724-1,12/27/2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,14,High,93,Small Box,Regular Air,12/27/2014,14.95,34.76,10,347.6,0.03,10.43,347.57,8.22,355.79
5724-2,12/27/2014,Todd Boyes,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Small Business,14,High,111,Wrap Bag,Regular Air,12/29/2014,2.31,3.78,41,154.98,0.02,3.1,154.96,0.71,155.67
5728-1,12/28/2014,Charles Crestani,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,High,122,Small Box,Regular Air,12/30/2014,7.13,20.98,47,986.06,0.01,9.86,986.05,5.42,991.47
5730-1,12/28/2014,Tim Taslimi,"188 Pitt Street,Sydney",Sydney,NSW,Corporate,1,Not Specified,94,Small Box,Regular Air,12/28/2014,22.18,54.1,5,270.5,0.04,10.82,270.46,19.99,290.45
5731-1,12/30/2014,Christine Sundaresam,"7 Khartoum Rd,Macquarie Park",Sydney,NSW,Small Business,14,Not Specified,134,Small Box,Regular Air,12/31/2014,1.82,2.84,27,76.68,0.03,2.3,76.65,5.44,82.09
5732-1,1/1/2015,Michael Oakman,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Small Business,8,Not Specified,141,Small Pack,Regular Air,1/3/2015,2.87,6.84,35,239.4,0.01,2.39,239.39,4.42,243.81
5734-1,1/2/2015,Ellis Ballard,"53-55 Liverpool St,Sydney",Sydney,NSW,Corporate,1,Low,38,Small Box,Regular Air,1/4/2015,19.78,45.99,50,2299.5,0,0,2299.5,4.99,2304.49
5736-1,1/2/2015,Dave Hallsten,"1 John St,Waterloo",Sydney,NSW,Home Office,10,Medium,142,Wrap Bag,Regular Air,1/4/2015,2.68,6.08,30,182.4,0.04,7.3,182.36,1.17,183.53
5737-1,1/7/2015,Barry Franz,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,Medium,11,Small Box,Regular Air,1/9/2015,5.33,8.6,48,412.8,0.02,8.26,412.78,6.19,418.97
5738-1,1/7/2015,Sarah Brown,"10 O'Connell St,Sydney",Sydney,NSW,Consumer,7,Not Specified,75,Small Box,Express Air,1/9/2015,4.46,10.89,37,402.93,0,0,402.93,4.5,407.43
5740-1,1/9/2015,Katrina Willman,"120 Hardware St,Melbourne",Melbourne,VIC,Consumer,9,High,12,Wrap Bag,Regular Air,1/11/2015,0.87,1.81,9,16.29,0.09,1.47,16.2,0.75,16.95
5741-1,1/10/2015,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,8,Medium,36,Small Box,Regular Air,1/12/2015,13.88,22.38,50,1119,0.07,78.33,1118.93,15.1,1134.03
5742-1,1/10/2015,Joy Smith,"221 Barkly St,St Kilda",Melbourne,VIC,Consumer,9,Low,70,Wrap Bag,Regular Air,1/10/2015,1.31,2.84,21,59.64,0,0,59.64,0.93,60.57
5743-1,1/11/2015,Katherine Nockton,"Crown Complex,Southbank",Melbourne,VIC,Corporate,9,Not Specified,52,Small Pack,Regular Air,1/12/2015,20.18,35.41,1,35.41,0,0,35.41,1.99,37.4
5745-1,1/11/2015,Troy Blackwell,"3/219 Canley Vale Road,Canley Heights",Sydney,NSW,Home Office,3,Not Specified,5,Wrap Bag,Regular Air,1/13/2015,0.9,2.1,23,48.3,0.06,2.9,48.24,0.7,48.94
5747-1,1/12/2015,Jim Sink,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Corporate,14,Not Specified,22,Small Box,Regular Air,1/14/2015,3.52,5.68,18,102.24,0.06,6.13,102.18,1.39,103.57
5749-1,1/12/2015,Jenna Caffey,"470 Anzac Parade,Kingsford",Sydney,NSW,Consumer,1,Critical,56,Wrap Bag,Regular Air,1/13/2015,2.9,4.76,42,199.92,0.07,13.99,199.85,0.88,200.73
5750-1,1/13/2015,Stephanie Ulpright,"541 Church St ,Richmond",Melbourne,VIC,Consumer,9,High,141,Small Pack,Regular Air,1/14/2015,2.87,6.84,26,177.84,0.08,14.23,177.76,4.42,182.18
5752-1,1/13/2015,Max Jones,"240-242 Johnston Street,Fitzroy",Melbourne,VIC,Home Office,8,Not Specified,5,Wrap Bag,Regular Air,1/15/2015,0.9,2.1,34,71.4,0.02,1.43,71.38,0.7,72.08
5754-1,1/14/2015,Maya Herman,"273 George Street,Sydney",Sydney,NSW,Corporate,5,Critical,36,Small Box,Regular Air,1/15/2015,13.88,22.38,39,872.82,0.07,61.1,872.75,15.1,887.85
5755-1,1/15/2015,Clay Rozendal,"8 Rankins Lane ,Melbourne",Melbourne,VIC,Corporate,8,Critical,130,Small Box,Regular Air,1/17/2015,1.84,2.88,27,77.76,0.06,4.67,77.7,0.99,78.69
5757-1,1/16/2015,Philip Brown,"499-501 Lygon Street,Carlton North",Melbourne,VIC,Corporate,9,High,125,Jumbo Drum,Delivery Truck,1/17/2015,315.61,500.97,37,18535.89,0,0,18535.89,69.3,18605.19
5759-1,1/17/2015,Art Foster,"Westfield Parramatta,Parramatta",Sydney,NSW,Home Office,11,High,34,Small Pack,Regular Air,1/18/2015,1.87,8.12,47,381.64,0.07,26.71,381.57,2.83,384.4
5760-1,1/17/2015,Doug Jacobs,"1/160 Anzac Parade,Kensington",Sydney,NSW,Home Office,6,Medium,8,Small Box,Express Air,1/19/2015,99.39,162.93,48,7820.64,0.04,312.83,7820.6,19.99,7840.59
5762-1,1/20/2015,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,14,Not Specified,138,Wrap Bag,Regular Air,1/21/2015,4.48,8.14,23,187.22,0.07,13.11,187.15,3.12,190.27
5762-2,1/20/2015,Saphhira Shifley,"Westfield Miranda, 600 Kingsway,Miranda",Sydney,NSW,Consumer,14,Not Specified,42,Small Box,Regular Air,1/21/2015,1.18,1.88,33,62.04,0.05,3.1,61.99,1.49,63.48
5766-1,1/21/2015,Jennifer Braxton,"523 King St,Newtown",Sydney,NSW,Small Business,7,High,47,Small Box,Regular Air,1/23/2015,2.25,3.69,13,47.97,0.05,2.4,47.92,2.5,50.42
5768-1,1/22/2015,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,4,Critical,25,Medium Box,Regular Air,1/23/2015,8.82,20.99,3,62.97,0.01,0.63,62.96,4.81,67.77
5768-2,1/22/2015,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,4,Critical,36,Small Box,Express Air,1/22/2015,13.88,22.38,42,939.96,0.07,65.8,939.89,15.1,954.99
5768-2,1/22/2015,Bill Donatelli,"359 Crown Street,Surry Hills",Sydney,NSW,Corporate,4,Critical,28,Small Box,Regular Air,1/24/2015,6.39,19.98,45,899.1,0.06,53.95,899.04,4,903.04
5773-1,1/23/2015,Christy Brittain,"Shop 1, 186-190 Church Street,Parramatta;46a Macleay Street,Potts Point",Sydney,NSW,Consumer,3,Not Specified,3,Wrap Bag,Regular Air,1/25/2015,2.41,3.71,14,51.94,0.09,4.67,51.85,1.93,53.78
5775-1,1/26/2015,Darrin Sayre,"Sydney Fish Market, Bank Street, Sydney",Sydney,NSW,Consumer,4,Not Specified,15,Wrap Bag,Regular Air,1/28/2015,0.71,1.14,42,47.88,0.06,2.87,47.82,0.7,48.52
5777-1,1/28/2015,Phillip Flathmann,"Macquarie Centre Cnr Herring Road & Waterloo Road,Macquarie Park",Sydney,NSW,Small Business,12,Medium,100,Small Box,Regular Air,1/29/2015,2.29,3.69,4,14.76,0.01,0.15,14.75,0.5,15.25
5778-1,1/30/2015,Corinna Mitchell,"27 Greenfield Parade,Bankstown",Sydney,NSW,Corporate,12,Not Specified,29,Small Box,Regular Air,1/31/2015,32.02,152.48,21,3202.08,0.03,96.06,3202.05,4,3206.05
5779-1,1/31/2015,Carl Ludwig,"1/173-179 Bronte Rd,Waverley",Sydney,NSW,Corporate,5,High,72,Jumbo Drum,Delivery Truck,2/2/2015,278.99,449.99,25,11249.75,0.01,112.5,11249.74,49,11298.74
5781-1,2/1/2015,Cari Schnelling,"273 George Street,Sydney",Sydney,NSW,Home Office,5,High,88,Large Box,Regular Air,2/3/2015,56.16,136.98,2,273.96,0.08,21.92,273.88,24.49,298.37
